"id","timestamp","service_name","topcve","mitigation","recommended","decision","worker_id","actioned_by","worker_loop"
1,2023-11-04 02:39:01.947,frontend,CVE-2020-3374,FN262,1,1,worker-1,Main,1
2,2023-11-04 02:39:11.646,currencyservice,CVE-2015-9071,CZ066,1,1,worker-4,Main,1
3,2023-11-04 02:40:02.506,currencyservice,CVE-2015-9071,CZ066,1,1,worker-4,Main,2
4,2023-11-04 02:40:13.190,frontend,CVE-2002-0645,AE806,1,1,worker-1,Main,2
5,2023-11-04 02:40:53.371,currencyservice,CVE-2005-2920,AN318,1,1,worker-4,Main,3
6,2023-11-04 02:41:34.166,productcatalogservice,CVE-2017-4982,DS741,1,1,worker-3,Main,4
7,2023-11-04 02:41:44.222,recommendationservice,CVE-2011-4186,BX012,1,1,worker-4,Main,4
8,2023-11-04 02:42:19.943,productcatalogservice,CVE-2017-4982,DS741,1,1,worker-3,Main,5
9,2023-11-04 02:42:35.058,currencyservice,CVE-2022-33171,GU577,1,1,worker-4,Main,5
10,2023-11-04 02:43:05.619,frontend,CVE-2010-2251,BQ475,1,1,worker-1,Main,4
11,2023-11-04 02:43:20.877,recommendationservice,CVE-2010-2063,BQ294,1,1,worker-4,Main,6
12,2023-11-04 02:44:06.826,currencyservice,CVE-2016-6112,DF794,1,1,worker-4,Main,7
13,2023-11-04 02:44:32.418,paymentservice,CVE-2018-19708,EF674,1,1,worker-2,Main,8
14,2023-11-04 02:44:41.860,frontend,CVE-2018-11095,DZ077,1,1,worker-1,Main,5
15,2023-11-04 02:44:52.661,currencyservice,CVE-2016-6112,DF794,1,1,worker-4,Main,8
16,2023-11-04 02:45:38.486,currencyservice,CVE-2015-8368,CY478,1,1,worker-4,Main,9
17,2023-11-04 02:46:04.058,paymentservice,CVE-2010-2900,BR087,1,1,worker-2,Main,10
18,2023-11-04 02:46:18.099,frontend,CVE-2021-30683,GC466,1,1,worker-1,Main,6
19,2023-11-04 02:46:24.301,currencyservice,CVE-2015-8368,CY478,1,1,worker-4,Main,10
20,2023-11-04 02:47:10.167,currencyservice,CVE-2012-3563,CA989,1,1,worker-4,Main,11
21,2023-11-04 02:47:40.855,paymentservice,CVE-2016-11039,DB529,1,1,worker-2,Main,12
22,2023-11-04 02:48:04.406,frontend,CVE-2014-8523,CQ478,1,1,worker-1,Main,7
23,2023-11-04 02:48:27.101,paymentservice,CVE-2016-11039,DB529,1,1,worker-2,Main,13
24,2023-11-04 02:49:12.763,productcatalogservice,CVE-2017-7041,DU334,1,1,worker-3,Main,14
25,2023-11-04 02:49:28.209,currencyservice,CVE-2022-30781,GT632,1,1,worker-4,Main,14
26,2023-11-04 02:50:00.940,frontend,CVE-2022-21209,GO420,1,0,worker-1,Main,8
27,2023-11-04 02:50:14.044,currencyservice,CVE-2022-30781,GT632,1,1,worker-4,Main,15
28,2023-11-04 02:50:44.602,cartservice,CVE-2022-2197,GO968,1,1,worker-2,Main,16
29,2023-11-04 02:50:59.839,currencyservice,CVE-2004-1199,AJ066,1,1,worker-4,Main,16
30,2023-11-04 02:51:37.145,frontend,CVE-2022-22254,GP106,1,1,worker-1,Main,9
31,2023-11-04 02:51:45.685,currencyservice,CVE-2004-1199,AJ066,1,1,worker-4,Main,17
32,2023-11-04 02:52:16.260,cartservice,CVE-2020-27234,FL608,1,1,worker-2,Main,18
33,2023-11-04 02:52:31.513,currencyservice,CVE-2021-24150,FY081,1,1,worker-4,Main,18
34,2023-11-04 02:53:03.357,frontend,CVE-2016-1191,DB656,1,1,worker-1,Main,10
35,2023-11-04 02:53:17.391,currencyservice,CVE-2021-24150,FY081,1,1,worker-4,Main,19
